GRID           1        112.001664.7919323.51444
GRID           2        112.001664.7919319.65568
GRID           3        112.001664.7919315.79691
GRID           4        112.001664.7919311.93814
GRID           5        112.001664.791938.07937 
GRID           6        112.001664.791934.220602
GRID           7        112.001664.79193.3618334
GRID           8        108.004764.79193.3618334
GRID           9        104.007864.79193.3618334
GRID          10        100.011 64.79193.3618334
GRID          11        96.0140764.79193.3618334
GRID          12        92.0171964.79193.3618334
GRID          13        88.0203 64.79193.3618334
GRID          14        84.0234164.79193.3618334
GRID          15        80.0265264.79193.3618334
GRID          16        76.0296364.79193.3618334
GRID          17        72.0327564.79193.3618334
GRID          18        68.0358664.79193.3618334
GRID          19        64.0389764.79193.3618334
GRID          20        60.0420864.79193.3618334
GRID          21        56.0451964.79193.3618334
GRID          22        52.0483164.79193.3618334
GRID          23        48.0514264.79193.3618334
GRID          24        44.0545364.79193.3618334
GRID          25        40.0576464.79193.3618334
GRID          26        36.0607664.79193.3618334
GRID          27        32.0638764.79193.3618334
GRID          28        28.0669864.79193.3618334
GRID          29        24.0700964.79193.3618334
GRID          30        20.0732 64.79193.3618334
GRID          31        20.0732 64.791934.220602
GRID          32        20.0732 64.791938.07937 
GRID          33        20.0732 64.7919311.93814
GRID          34        20.0732 64.7919315.79691
GRID          35        20.0732 64.7919319.65568
GRID          36        20.0732 64.7919323.51444
GRID          37        24.0700964.7919323.51444
GRID          38        28.0669864.7919323.51444
GRID          39        32.0638764.7919323.51444
GRID          40        36.0607664.7919323.51444
GRID          41        40.0576464.7919323.51444
GRID          42        44.0545364.7919323.51444
GRID          43        48.0514264.7919323.51444
GRID          44        52.0483164.7919323.51444
GRID          45        56.0451964.7919323.51444
GRID          46        60.0420864.7919323.51444
GRID          47        64.0389764.7919323.51444
GRID          48        68.0358664.7919323.51444
GRID          49        72.0327564.7919323.51444
GRID          50        76.0296364.7919323.51444
GRID          51        80.0265264.7919323.51444
GRID          52        84.0234164.7919323.51444
GRID          53        88.0203 64.7919323.51444
GRID          54        92.0171964.7919323.51444
GRID          55        96.0140764.7919323.51444
GRID          56        100.011 64.7919323.51444
GRID          57        104.007864.7919323.51444
GRID          58        108.004764.7919323.51444
GRID          59        68.0358664.791934.220602
GRID          60        68.0358664.791938.07937 
GRID          61        68.0358664.7919311.93814
GRID          62        68.0358664.7919315.79691
GRID          63        68.0358664.7919319.65568
GRID          64        92.0171964.791934.220602
GRID          65        92.0171964.791938.07937 
GRID          66        92.0171964.7919311.93814
GRID          67        92.0171964.7919315.79691
GRID          68        92.0171964.7919319.65568
GRID          69        96.0140764.7919311.93814
GRID          70        100.011 64.7919311.93814
GRID          71        104.007864.7919311.93814
GRID          72        108.004764.7919311.93814
GRID          73        100.011 64.791938.07937 
GRID          74        100.011 64.791934.220602
GRID          75        96.0140764.791938.07937 
GRID          76        96.0140764.791934.220602
GRID          77        104.007864.791938.07937 
GRID          78        104.007864.791934.220602
GRID          79        108.004764.791938.07937 
GRID          80        108.004764.791934.220602
GRID          81        100.011 64.7919319.65568
GRID          82        100.011 64.7919315.79691
GRID          83        96.0140764.7919319.65568
GRID          84        96.0140764.7919315.79691
GRID          85        104.007864.7919319.65568
GRID          86        104.007864.7919315.79691
GRID          87        108.004764.7919319.65568
GRID          88        108.004764.7919315.79691
GRID          89        80.0265264.791934.220602
GRID          90        80.0265264.791938.07937 
GRID          91        80.0265264.7919311.93814
GRID          92        80.0265264.7919315.79691
GRID          93        80.0265264.7919319.65568
GRID          94        84.0234164.7919311.93814
GRID          95        88.0203 64.7919311.93814
GRID          96        84.0234164.791938.07937 
GRID          97        84.0234164.791934.220602
GRID          98        88.0203 64.791938.07937 
GRID          99        88.0203 64.791934.220602
GRID         100        84.0234164.7919319.65568
GRID         101        84.0234164.7919315.79691
GRID         102        88.0203 64.7919319.65568
GRID         103        88.0203 64.7919315.79691
GRID         104        72.0327564.7919311.93814
GRID         105        76.0296364.7919311.93814
GRID         106        72.0327564.791938.07937 
GRID         107        72.0327564.791934.220602
GRID         108        76.0296364.791938.07937 
GRID         109        76.0296364.791934.220602
GRID         110        72.0327564.7919319.65568
GRID         111        72.0327564.7919315.79691
GRID         112        76.0296364.7919319.65568
GRID         113        76.0296364.7919315.79691
GRID         114        44.0545364.791934.220602
GRID         115        44.0545364.791938.07937 
GRID         116        44.0545364.7919311.93814
GRID         117        44.0545364.7919315.79691
GRID         118        44.0545364.7919319.65568
GRID         119        56.0451964.791934.220602
GRID         120        56.0451964.791938.07937 
GRID         121        56.0451964.7919311.93814
GRID         122        56.0451964.7919315.79691
GRID         123        56.0451964.7919319.65568
GRID         124        60.0420864.7919311.93814
GRID         125        64.0389764.7919311.93814
GRID         126        60.0420864.791938.07937 
GRID         127        60.0420864.791934.220602
GRID         128        64.0389764.791938.07937 
GRID         129        64.0389764.791934.220602
GRID         130        60.0420864.7919319.65568
GRID         131        60.0420864.7919315.79691
GRID         132        64.0389764.7919319.65568
GRID         133        64.0389764.7919315.79691
GRID         134        48.0514264.7919311.93814
GRID         135        52.0483164.7919311.93814
GRID         136        48.0514264.791938.07937 
GRID         137        48.0514264.791934.220602
GRID         138        52.0483164.791938.07937 
GRID         139        52.0483164.791934.220602
GRID         140        48.0514264.7919319.65568
GRID         141        48.0514264.7919315.79691
GRID         142        52.0483164.7919319.65568
GRID         143        52.0483164.7919315.79691
GRID         144        32.0638764.791934.220602
GRID         145        32.0638764.791938.07937 
GRID         146        32.0638764.7919311.93814
GRID         147        32.0638764.7919315.79691
GRID         148        32.0638764.7919319.65568
GRID         149        36.0607664.7919311.93814
GRID         150        40.0576464.7919311.93814
GRID         151        36.0607664.791938.07937 
GRID         152        36.0607664.791934.220602
GRID         153        40.0576464.791938.07937 
GRID         154        40.0576464.791934.220602
GRID         155        36.0607664.7919319.65568
GRID         156        36.0607664.7919315.79691
